Total_Stops,Journey_Day,Journey_Month,Journey_Weekdays,Dep_Hours,Dep_Min,Arrival_Hours,Arrival_Min,Duration_Hours,Dep_Hour_Sin,Dep_Hour_Cos,Arr_Hour_Sin,Arr_Hour_Cos,Month_Sin,Month_Cos,Weekday_Sin,Weekday_Cos,Dep_Period,Arr_Period,Is_Weekend,Airline_Tier,Airline_Air Asia,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Source_Banglore,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Banglore,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Route_Banglore_to_Delhi,Route_Chennai_to_Kolkata,Route_Delhi_to_Cochin,Route_Kolkata_to_Banglore,Route_Mumbai_to_Hyderabad
1,6,3,2,20,35,19,10,22.583333333333332,-0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,3,3,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,15,4,0,23,30,2,20,2.8333333333333335,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,18,5,5,19,35,21,55,2.3333333333333335,-0.9659258262890684,0.2588190451025203,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,27,5,0,16,10,22,30,6.333333333333333,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.0,1.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,9,5,3,8,20,20,25,12.083333333333334,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,21,3,3,19,55,22,35,2.6666666666666665,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,21,5,1,11,30,19,15,7.75,0.258819045102521,-0.9659258262890682,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,15,5,2,6,30,23,35,17.083333333333332,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,9,4,1,10,35,19,15,8.666666666666666,0.49999999999999994,-0.8660254037844387,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,3,5,4,22,20,0,40,2.3333333333333335,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24,5,4,20,25,14,25,18.0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,12,5,6,6,30,19,50,13.333333333333334,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,6,3,2,21,25,0,5,2.6666666666666665,-0.7071067811865477,0.7071067811865474,0.0,1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,6,3,2,9,45,22,20,12.583333333333334,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,3,3,8,15,18,30,10.25,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,4,0,8,25,16,20,7.916666666666667,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,27,5,0,9,0,19,15,10.25,0.7071067811865476,-0.7071067811865475,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,21,3,3,18,5,21,10,3.0833333333333335,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,24,5,4,22,15,0,50,2.5833333333333335,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,27,5,0,14,0,1,30,11.5,-0.4999999999999997,-0.8660254037844388,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.0,1.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,27,5,0,15,0,4,25,13.416666666666666,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.0,1.0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,3,3,6,0,30,23,55,23.416666666666668,0.0,1.0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,18,3,0,11,35,14,0,2.4166666666666665,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,27,5,0,19,10,12,35,17.416666666666668,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,24,3,6,6,35,14,25,7.833333333333333,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,21,5,1,6,30,9,20,26.833333333333332,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,12,5,6,17,0,21,5,28.083333333333332,-0.9659258262890683,-0.25881904510252063,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,27,3,2,6,40,21,0,14.333333333333334,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,24,5,4,22,5,0,25,2.3333333333333335,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,21,5,1,16,45,7,10,14.416666666666666,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,9,3,5,5,35,8,50,3.25,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,6,3,2,17,30,1,35,8.083333333333334,-0.9659258262890683,-0.25881904510252063,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,24,3,6,19,35,21,5,1.5,-0.9659258262890684,0.2588190451025203,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,9,3,5,13,15,9,25,20.166666666666668,-0.2588190451025208,-0.9659258262890683,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,6,5,0,20,20,10,45,14.416666666666666,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,0.0,1.0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,18,5,5,10,0,4,25,18.416666666666668,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,27,3,2,17,40,8,15,14.583333333333334,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,5,2,19,35,21,5,1.5,-0.9659258262890684,0.2588190451025203,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,21,3,3,13,55,18,50,28.916666666666668,-0.2588190451025208,-0.9659258262890683,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,2,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,9,5,3,8,45,13,15,4.5,0.8660254037844387,-0.4999999999999998,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,5,2,17,0,22,5,29.083333333333332,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,5,2,20,20,9,5,12.75,-0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24,3,6,15,10,20,15,5.083333333333333,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,12,3,1,18,55,13,15,18.333333333333332,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3,2,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,21,5,1,14,0,12,35,22.583333333333332,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,6,4,5,19,20,23,45,4.416666666666667,-0.9659258262890684,0.2588190451025203,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1,3,4,11,40,21,20,9.666666666666666,0.258819045102521,-0.9659258262890682,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,21,3,3,18,25,4,25,10.0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,3,3,6,10,23,0,16.833333333333332,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,5,1,16,35,22,15,5.666666666666667,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,15,3,4,9,0,11,30,2.5,0.7071067811865476,-0.7071067811865475,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,9,4,1,8,45,19,15,10.5,0.8660254037844387,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,18,5,5,13,25,12,35,23.166666666666668,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,6,4,5,20,45,23,20,2.5833333333333335,-0.8660254037844386,0.5000000000000001,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,3,3,6,18,25,21,20,2.9166666666666665,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9,3,5,6,40,21,0,14.333333333333334,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,5,1,17,30,1,30,8.0,-0.9659258262890683,-0.25881904510252063,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,15,5,2,20,0,22,50,2.8333333333333335,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,24,3,6,17,0,22,10,29.166666666666668,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,24,5,4,7,5,8,30,1.4166666666666667,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,9,5,3,2,0,7,25,5.416666666666667,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,4,0,20,0,22,50,2.8333333333333335,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,0.0,1.0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,5,2,22,20,0,40,2.3333333333333335,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,18,5,5,10,20,19,15,8.916666666666666,0.49999999999999994,-0.8660254037844387,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,27,5,0,7,15,12,30,5.25,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,12,5,6,8,25,19,50,11.416666666666666,0.8660254037844387,-0.4999999999999998,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,6,3,2,5,10,8,0,2.8333333333333335,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,9,5,3,14,5,22,35,8.5,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24,4,2,19,35,23,15,3.6666666666666665,-0.9659258262890684,0.2588190451025203,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,9,5,3,19,15,19,0,23.75,-0.9659258262890684,0.2588190451025203,-0.9659258262890684,0.2588190451025203,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,21,3,3,18,25,4,25,34.0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,4,0,18,55,9,20,14.416666666666666,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0.0,1.0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,6,3,2,13,0,4,25,15.416666666666666,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,12,4,4,15,30,18,5,2.5833333333333335,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3,15,5,2,11,35,21,0,9.416666666666666,0.258819045102521,-0.9659258262890682,-0.7071067811865477,0.7071067811865474,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,18,5,5,6,55,9,30,2.5833333333333335,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,3,3,6,6,45,11,10,28.416666666666668,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,21,5,1,6,25,7,55,1.5,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2,24,5,4,9,25,10,30,25.083333333333332,0.7071067811865476,-0.7071067811865475,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24,5,4,20,25,10,55,14.5,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,24,5,4,20,20,18,50,22.5,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
1,21,5,1,5,5,12,10,7.083333333333333,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,3,5,4,10,20,11,50,1.5,0.49999999999999994,-0.8660254037844387,0.258819045102521,-0.9659258262890682,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,15,5,2,18,15,1,30,7.25,-1.0,-1.8369701987210297e-16,0.25881904510252074,0.9659258262890683,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,3,3,16,55,10,25,17.5,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,2,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,9,3,5,4,0,12,55,8.916666666666666,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,6,3,2,11,40,8,15,20.583333333333332,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,1,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,27,3,2,12,50,21,0,8.166666666666666,1.2246467991473532e-16,-1.0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,3,3,10,0,19,15,9.25,0.49999999999999994,-0.8660254037844387,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,12,4,4,9,0,11,25,2.4166666666666665,0.7071067811865476,-0.7071067811865475,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
